Merke,Produkt,Farge,EAN i Shopify,Pris,Strikkefryd,Garnkilden,Kobling
Viking of Norway,Trend Merino Petit,334 Støvet lys grønn,7071281133346,79.00,,10,EAN
Viking of Norway,Trend Merino Petit,336 Lys grønn,7071281133360,79.00,,16,EAN
Viking of Norway,Trend Merino Petit,337 Gressgrønn,7071281133377,79.00,,10,EAN
Viking of Norway,Trend Merino Petit,340 Gul,7071281133407,79.00,,12,EAN
Viking of Norway,Trend Merino Petit,350 Rød,7071281133506,79.00,,10,EAN
Viking of Norway,Trend Merino Petit,352,7071281133520,79.00,,7,EAN
Viking of Norway,Trend Merino Petit,353,7071281133537,79.00,,1,EAN
Viking of Norway,Trend Merino Petit,356,7071281133568,79.00,,9,EAN
Viking of Norway,Trend Merino Petit,361 Sterk rosa,7071281133612,79.00,,0,EAN
Viking of Norway,Trend Merino Petit,363 Lys rosa,7071281133636,79.00,,3,EAN
Viking of Norway,Trend Merino Petit,371,7071281133711,79.00,,16,EAN
Viking of Norway,Trend Merino Petit,372 Lys lilla,7071281133728,79.00,,9,EAN
Viking of Norway,Trend Merino Petit,373 Lilla,7071281133735,79.00,,3,EAN
Viking of Norway,Trend Merino Petit,381 Mellomblå,7071281133810,79.00,,8,EAN
Viking of Norway,Trend Merino Petit,397 Beigemelert,7071281133971,79.00,,2,EAN
Viking of Norway,Viking Wool,501 Hvit Tweed,7071281265016,79.00,,25,EAN
Viking of Norway,Viking Wool,509 Lys Brun Melert,7071281265092,79.00,,11,EAN
Viking of Norway,Viking Wool,513 Grå Melert,7071281265139,79.00,,21,EAN
Viking of Norway,Viking Wool,515 Mørkgrå Melert,7071281265153,79.00,,20,EAN
Viking of Norway,Viking Wool,517 Koks Melert,7071281265177,79.00,,5,EAN
Viking of Norway,Viking Wool,524 Blå Melert,7071281265245,79.00,,3,EAN
Viking of Norway,Viking Wool,526 Marine Melert,7071281265269,79.00,,3,EAN
Viking of Norway,Viking Wool,528 Mørk Turkis Melert,7071281265283,79.00,,0,EAN
Viking of Norway,Viking Wool,529 Turkis Melert,7071281265290,79.00,,8,EAN
Viking of Norway,Viking Wool,544 Gul Grønn Melert,7071281265443,79.00,,16,EAN
