Merke,Produkt,Farge,EAN i Shopify,Pris,Strikkefryd,Garnkilden,Kobling
Rauma Garn,Tumi,SFN43 Mørk grå melert,7045840076825,85.00,,10,EAN
Rauma Garn,Tumi,SFN50 Svart,7045840076863,85.00,,16,EAN
Rauma Garn,Tumi,SFN61 Beige melert,7045840076856,85.00,,7,EAN
Rauma Garn,Tumi,SFN70 Lys brun,9788299985468,85.00,,17,EAN
Rauma Garn,Tumi,SFN75 Koks grå,7045840076849,85.00,,13,EAN
Rauma Garn,Vandre,01 Natur,7045840142438,55.00,17,0,EAN
Rauma Garn,Vandre,06 Brunt sukker,7045840145859,55.00,6,29,EAN
Rauma Garn,Vandre,07 Linblå,7045840145873,55.00,6,-2,EAN
Rauma Garn,Vandre,08 Skumring,7045840145897,55.00,26,1,EAN
Rauma Garn,Vandre,09 Cashmir,7045840145910,55.00,12,0,EAN
Rauma Garn,Vandre,10 Nyperød,7045840145934,55.00,9,0,EAN
Rauma Garn,Vandre,11 Mosegrønn,7045840145958,55.00,11,6,EAN
Rauma Garn,Vandre,14 Skogsbær,7045840145996,55.00,7,3,EAN
Rauma Garn,Vandre,15 Gråbeige,7045840146016,55.00,12,0,EAN
Rauma Garn,Vandre,16 Mørk mosegrønn,7045840146030,55.00,11,0,EAN
Rauma Garn,Vandre,17 Blå,7045840146054,55.00,9,18,EAN
Rauma Garn,Vandre,18 Høyrød,7045840156626,55.00,7,6,EAN
Rauma Garn,Vandre,21 Brun,7045840156688,55.00,6,13,EAN
Rauma Garn,Vandre,22 Grønn,7045840156701,55.00,9,11,EAN
Rauma Garn,Vandre,36 Svart,7045840142513,55.00,6,2,EAN
Rauma Garn,Vandre,12 Soleie,7045840145972,55.00,14,,EAN
Rauma Garn,Vandre,19 Lys grå,7045840156640,55.00,10,,EAN
Rauma Garn,Vandre,23 Oransje,7045840156725,55.00,3,,EAN
Rauma Garn,Vandre,24 Marineblå,7045840142490,55.00,7,,EAN
Rowan,Alpaca Classic,103 Noir,4053859254175,99.00,,19,EAN
Rowan,Alpaca Classic,107 Peacock,4053859254212,99.00,,20,EAN
Rowan,Alpaca Classic,108 Verdigris,4053859254229,99.00,,11,EAN
Rowan,Alpaca Classic,109 Deep Teal,4053859254236,99.00,,17,EAN
Rowan,Alpaca Classic,110 Foliage Green,4053859254243,99.00,,18,EAN
Rowan,Alpaca Classic,111 Green Moss,4053859254250,99.00,,16,EAN
Rowan,Alpaca Classic,113 Sun Valley,4053859254274,99.00,,17,EAN
Rowan,Alpaca Classic,115 Snowflake White,4053859254298,99.00,,20,EAN
Rowan,Alpaca Classic,117 Sierra Melange,4053859254311,99.00,,15,EAN
Rowan,Alpaca Classic,119 Copper Clay,4053859254335,99.00,,8,EAN
Rowan,Alpaca Classic,121 Dahlia,4053859254359,99.00,,10,EAN
Rowan,Alpaca Classic,123 Purple Rain,4053859254373,99.00,,20,EAN
Rowan,Alpaca Classic,127 Champagne,4053859294874,99.00,,11,EAN
Rowan,Alpaca Classic,128 Salmon,4053859294881,99.00,,20,EAN
Rowan,Alpaca Classic,130 Dusk,4053859294904,99.00,,20,EAN
Rowan,Alpaca Classic,131 Ice Blue,4053859326100,99.00,,20,EAN
Rowan,Alpaca Classic,132 Elephant Grey Melange,5010484114556,99.00,,19,EAN
Rowan,Alpaca Classic,133 Forest,5010484114563,99.00,,10,EAN
Rowan,Alpaca Classic,134 Silver,5010484114570,99.00,,10,EAN
Rowan,Alpaca Classic,135 Toffee,5010484114587,99.00,,10,EAN
Rowan,Felted Tweed,145 Treacle,5013712905551,150.00,,15,EAN
Rowan,Felted Tweed,150 Rage,5013712905681,150.00,,9,EAN
Rowan,Felted Tweed,151 Bilberry,5013712905698,150.00,,19,EAN
Rowan,Felted Tweed,152 Watery,5013712905704,150.00,,12,EAN
Rowan,Felted Tweed,154 Ginger,5013712967511,150.00,,6,EAN
Rowan,Felted Tweed,159 Carbon,5013712976988,150.00,,12,EAN
Rowan,Felted Tweed,161 Avocado,5013712967542,150.00,,15,EAN
Rowan,Felted Tweed,165 Scree,5013712486036,150.00,,20,EAN
Rowan,Felted Tweed,170 Seafarer,5013712499791,150.00,,1,EAN
Rowan,Felted Tweed,172 Ancient,5013712499814,150.00,,19,EAN
Rowan,Felted Tweed,173 Duck Egg,5013712502088,150.00,,10,EAN
Rowan,Felted Tweed,175 Cinnamon,5013712502095,150.00,,43,EAN
Rowan,Felted Tweed,177 Clay,5013712514227,150.00,,5,EAN
Rowan,Felted Tweed,178 Seasalter,5013712514234,150.00,,13,EAN
Rowan,Felted Tweed,183 Peony,4082700895403,150.00,,15,EAN
Rowan,Felted Tweed,186 Tawny,4082700990627,150.00,,18,EAN
Rowan,Felted Tweed,190 Stone,4053859002141,150.00,,16,EAN
Rowan,Felted Tweed,191 Granite,4053859115698,150.00,,15,EAN
Rowan,Felted Tweed,192 Amethyst,4053859115704,150.00,,19,EAN
Rowan,Felted Tweed,193 Cumin,4053859161527,150.00,,18,EAN
Rowan,Felted Tweed,197 Alabaster,4053859161565,150.00,,5,EAN
Rowan,Felted Tweed,198 Zinnia,4053859237628,150.00,,17,EAN
Rowan,Felted Tweed,199 Pink Bliss,4053859237635,150.00,,10,EAN
Rowan,Felted Tweed,204 Vaseline Green,4053859237680,150.00,,18,EAN
Rowan,Felted Tweed,206 Rose Quartz,4053859294911,150.00,,11,EAN
Rowan,Felted Tweed,207 Bottle Green,4053859294928,150.00,,28,EAN
Rowan,Felted Tweed,208 Iolite,4053859294935,150.00,,16,EAN
Rowan,Felted Tweed,209 Eden,4053859294942,150.00,,16,EAN
Rowan,Felted Tweed,210 Aluminium,4053859294959,150.00,,20,EAN
Rowan,Felted Tweed,211 Black,4053859318372,150.00,,8,EAN
Rowan,Felted Tweed,212 Peach,4053859318389,150.00,,9,EAN
Rowan,Felted Tweed,216 French Mustard,4053859318426,150.00,,10,EAN
Rowan,Felted Tweed,217 Astor,4053859318433,150.00,,9,EAN
Rowan,Felted Tweed,220 Sulfur,4053859318464,150.00,,15,EAN
Rowan,Felted Tweed,224 Shadow,5010484161079,150.00,,10,EAN
Rowan,Felted Tweed,225 Dusk,5010484161086,150.00,,11,EAN
Rowan,Felted Tweed,227 Sorbet,5010484161109,150.00,,19,EAN
Rowan,Felted Tweed,228 Khaki,5010484161116,150.00,,5,EAN
Rowan,Fine Lace,920 Cameo,5013712518508,155.00,,13,EAN
Rowan,Fine Lace,921 Antique,5013712518515,155.00,,12,EAN
Rowan,Fine Lace,923 Retro,5013712518539,155.00,,6,EAN
Rowan,Fine Lace,933 Aged,5013712535024,155.00,,9,EAN
Rowan,Fine Lace,934 Noir,5013712535031,155.00,,5,EAN
Rowan,Fine Lace,944 White,4082700896462,155.00,,0,EAN
Rowan,Fine Lace,950 Pigeon,4053859207805,155.00,,2,EAN
Rowan,Fine Lace,953 Ruby,4053859249843,155.00,,9,EAN
Rowan,Fine Lace,955 Mariana,4053859321075,155.00,,8,EAN
Rowan,Fine Lace,959 Pear,4053859321204,155.00,,8,EAN
Rowan,Kid Classic,828 Feather,5013712913587,147.00,,9,EAN
Rowan,Kid Classic,831 Smoke,5013712913617,147.00,,10,EAN
Rowan,Kid Classic,866 Bittersweet,5013712499876,147.00,,8,EAN
Rowan,Kid Classic,871 Canard,5013712501760,147.00,,19,EAN
Rowan,Kid Classic,876 Drought,5013712517525,147.00,,10,EAN
Rowan,Kid Classic,894 Mulberry,4053859252560,147.00,,20,EAN
Rowan,Kid Classic,898 Champagne,4053859295048,147.00,,10,EAN
Rowan,Kid Classic,899 Floss,4053859298810,147.00,,34,EAN
Rowan,Kid Classic,911 Raisin,5010484139443,147.00,,18,EAN
Rowan,Kid Classic,912 Bronze,5010484139450,147.00,,2,EAN
Rowan,Kid Classic,914 Chocolate,5010484139474,147.00,,28,EAN
Rowan,Kid Classic,919 Lawn,5010484139528,147.00,,10,EAN
Rowan,Kid Classic,920 Sapphire,5010484139535,147.00,,10,EAN
Rowan,Kid Classic,921 Arctic,5010484139542,147.00,,10,EAN
Rowan,Kidsilk Haze,580 Grace,5013712966125,185.00,,10,EAN
Rowan,Kidsilk Haze,582 Trance,5013712966088,185.00,,6,EAN
Rowan,Kidsilk Haze,583 Blushes,5013712966040,185.00,,3,EAN
Rowan,Kidsilk Haze,589 Majestic,5013712966033,185.00,,15,EAN
Rowan,Kidsilk Haze,590 Pearl,5013712913105,185.00,,6,EAN
Rowan,Kidsilk Haze,592 Heavenly,5013712913129,185.00,,5,EAN
Rowan,Kidsilk Haze,597 Jelly,5013712913174,185.00,,9,EAN
Rowan,Kidsilk Haze,600 Dewberry,5013712932557,185.00,,9,EAN
Rowan,Kidsilk Haze,611 Drab,4082700896257,185.00,,10,EAN
Rowan,Kidsilk Haze,632 Hurricane,5013712976643,185.00,,13,EAN
Rowan,Kidsilk Haze,634 Cream,5013712993558,185.00,,21,EAN
Rowan,Kidsilk Haze,639 Anthracite,5013712970238,185.00,,4,EAN
Rowan,Kidsilk Haze,641 Blackcurrant,5013712967610,185.00,,23,EAN
Rowan,Kidsilk Haze,642 Ghost,5013712500404,185.00,,13,EAN
Rowan,Kidsilk Haze,660 Turkish Plum,5013712534867,185.00,,9,EAN
Rowan,Kidsilk Haze,664 Steel,5013712534249,185.00,,-2,EAN
Rowan,Kidsilk Haze,666 Alhambra,5013712534218,185.00,,8,EAN
Rowan,Kidsilk Haze,671 Peacock,4053859119993,185.00,,4,EAN
Rowan,Kidsilk Haze,676 Aura,4053859207867,185.00,,8,EAN
Rowan,Kidsilk Haze,683 Golden Poppy,4053859250092,185.00,,18,EAN
Rowan,Kidsilk Haze,684 Eve Green,4053859250108,185.00,,7,EAN
Rowan,Kidsilk Haze,685 Laguna,4053859250115,185.00,,10,EAN
Rowan,Kidsilk Haze,692 Gem,4053859298803,185.00,,1,EAN
Rowan,Kidsilk Haze,693 Mint,5010484137111,185.00,,15,EAN
Rowan,Kidsilk Haze,694 Lilla,5010484137128,185.00,,18,EAN
Rowan,Kidsilk Haze,714 Fuchsia,5010484139122,185.00,,9,EAN
Rowan,Kidsilk Haze,715 Scarlett,5010484139139,185.00,,10,EAN
Rowan,Kidsilk Haze,718 Plum,5010484139160,185.00,,17,EAN
Rowan,Kidsilk Haze,727 Campsis,5010484139252,185.00,,6,EAN
Rowan,Pure Alpaca,112 Biscuit,5010484160553,141.00,,10,EAN
Rowan,Pure Alpaca,113 Mizzle,5010484160560,141.00,,20,EAN
Rowan,Pure Alpaca,114 Camel,5010484160577,141.00,,17,EAN
Rowan,Pure Alpaca,115 Powder,5010484160584,141.00,,17,EAN
Rowan,Pure Alpaca,116 Posy,5010484160591,141.00,,14,EAN
Rowan,Pure Alpaca,119 Peony,5010484160621,141.00,,17,EAN
Rowan,Pure Alpaca,120 Ruby,5010484160638,141.00,,11,EAN
Rowan,Pure Alpaca,121 Sunset,5010484160645,141.00,,15,EAN
Rowan,Pure Alpaca,122 Rust,5010484160652,141.00,,20,EAN
Rowan,Pure Alpaca,123 Olive,5010484160669,141.00,,19,EAN
Rowan,Pure Alpaca,124 Lichen,5010484160676,141.00,,17,EAN
Rowan,Pure Alpaca,125 Noir,5010484160683,141.00,,20,EAN
Rowan,Pure Alpaca,126 Khaki,5010484160690,141.00,,18,EAN
Rowan,Pure Alpaca,128 Ocean,5010484160713,141.00,,20,EAN
Rowan,Pure Alpaca,129 Tropic,5010484160720,141.00,,19,EAN
Rowan,Pure Alpaca,130 Thunder,5010484160737,141.00,,6,EAN
Rowan,Summerlite 4ply,418 Washed Linen,4053859079808,86.00,,15,EAN
Rowan,Summerlite 4ply,419 Duck Egg,4053859079815,86.00,,23,EAN
Rowan,Summerlite 4ply,420 Blushes,4053859079822,86.00,,22,EAN
Rowan,Summerlite 4ply,428 High Tide,4053859079907,86.00,,8,EAN
Rowan,Summerlite 4ply,429 Navy Ink,4053859079914,86.00,,37,EAN
Rowan,Summerlite 4ply,431 Pepper Pot,4053859079938,86.00,,13,EAN
Rowan,Summerlite 4ply,432 Aubergine,4053859079945,86.00,,19,EAN
Rowan,Summerlite 4ply,433 Aqua,4053859150620,86.00,,13,EAN
Rowan,Summerlite 4ply,436 Ecru,4053859150651,86.00,,7,EAN
Rowan,Summerlite 4ply,437 Seashell,4053859226158,86.00,,19,EAN
Rowan,Summerlite 4ply,442 Coral Blush,4053859226202,86.00,,11,EAN
Rowan,Summerlite 4ply,447 Cobalt,5010484101808,86.00,,8,EAN
Rowan,Summerlite 4ply,449 Pickle,5010484101822,86.00,,19,EAN
Rowan,Summerlite 4ply,450 Chilli,5010484101839,86.00,,0,EAN
Rowan,Summerlite 4ply,451 Mint,5010484137159,86.00,,30,EAN
Rowan,Summerlite 4ply,452 Pale,5010484159649,86.00,,22,EAN
Rowan,Summerlite 4ply,453 Black,5010484159656,86.00,,14,EAN
Rowan,Summerlite 4ply,454 Sea Green,5010484159663,86.00,,13,EAN
Rowan,Summerlite 4ply,455 Mustard,5010484159670,86.00,,12,EAN
Solberg Spinderi,Alva,1012 Hvit,7030057103013,49.00,34,,EAN
Solberg Spinderi,Alva,1022 Sand,7030057103037,49.00,25,,EAN
Solberg Spinderi,Alva,1173 Pudder,7030057103020,49.00,23,,EAN
Solberg Spinderi,Alva,3012 Mørk grå,7030057103112,49.00,29,,EAN
Solberg Spinderi,Alva,3281 Gul,7030057103143,49.00,20,,EAN
Solberg Spinderi,Alva,4153 Vinrød,7030057103150,49.00,15,,EAN
Solberg Spinderi,Alva,4238 Brun,7030057103044,49.00,32,,EAN
Solberg Spinderi,Alva,4267 Rødoransje,7030057103129,49.00,17,,EAN
Solberg Spinderi,Alva,4360 Rust,7030057103051,49.00,19,,EAN
Solberg Spinderi,Alva,5360 Kamel,7030057103099,49.00,30,,EAN
Solberg Spinderi,Alva,5462 Lilla,7030057103436,49.00,20,,EAN
Solberg Spinderi,Alva,6032 Himmelblå,7030057103068,49.00,22,,EAN
Solberg Spinderi,Alva,6035 Olivengrønn,7030057103105,49.00,18,,EAN
Solberg Spinderi,Alva,7025 Lys petrol,7030057103075,49.00,28,,EAN
Solberg Spinderi,Alva,9404 Mørk petrol,7030057103082,49.00,2,,EAN
Solberg Spinderi,Kløver,0100 Svart,7006257105157,59.00,6,,EAN
Solberg Spinderi,Kløver,1001 Krem,7006257105003,59.00,-2,,EAN
Solberg Spinderi,Kløver,1506 Sand,7006257105010,59.00,6,,EAN
Solberg Spinderi,Kløver,1656 Korall,7006257105058,59.00,9,,EAN
Solberg Spinderi,Kløver,2664 Oker,7006257105027,59.00,12,,EAN
Solberg Spinderi,Kløver,4036 Lys rosa,7006257105034,59.00,0,,EAN
Solberg Spinderi,Kløver,4068 Rød,7006257105065,59.00,0,,EAN
Solberg Spinderi,Kløver,4336 Mørk rosa,7006257105041,59.00,14,,EAN
Solberg Spinderi,Kløver,4757 Plomme,7006257105072,59.00,8,,EAN
Solberg Spinderi,Kløver,5608 Marineblå,7006257105140,59.00,0,,EAN
Solberg Spinderi,Kløver,6032 Lys blå,,59.00,alias,,alias
Solberg Spinderi,Kløver,6067 Kongeblå,7006257105133,59.00,3,,EAN
Solberg Spinderi,Kløver,7022 Turkis,7006257105102,59.00,11,,EAN
Solberg Spinderi,Kløver,7256 Petrol,7006257105119,59.00,11,,EAN
Solberg Spinderi,Kløver,8525 Grønn,7006257105089,59.00,10,,EAN
Solberg Spinderi,Kløver,9578 Mintgrønn,7006257105096,59.00,11,,EAN
Solberg Spinderi,Tykk Vilja,1001 Lys beige melert,7030057104027,79.00,18,,EAN
Solberg Spinderi,Tykk Vilja,1002 Hvit,7030057104010,79.00,21,,EAN
Solberg Spinderi,Tykk Vilja,1012 Lys grå melert,7030057104164,79.00,30,,EAN
Solberg Spinderi,Tykk Vilja,2664 Karri,,79.00,alias,,alias
Solberg Spinderi,Tykk Vilja,3484 Brun,7030057104041,79.00,12,,EAN
Solberg Spinderi,Tykk Vilja,4012,7030057104034,79.00,20,,EAN
Solberg Spinderi,Tykk Vilja,4360 Rust,7030057104157,79.00,-4,,EAN
Solberg Spinderi,Tykk Vilja,4380 Lyng,7030057104126,79.00,24,,EAN
Solberg Spinderi,Tykk Vilja,4432 Plomme,7030057104119,79.00,32,,EAN
Solberg Spinderi,Tykk Vilja,4740,7030057104133,79.00,21,,EAN
Solberg Spinderi,Tykk Vilja,5360 Kamel,7030057104058,79.00,17,,EAN
Solberg Spinderi,Tykk Vilja,6032 Himmelblå,7030057104102,79.00,16,,EAN
Solberg Spinderi,Tykk Vilja,6417,7030057104096,79.00,23,,EAN
Solberg Spinderi,Tykk Vilja,7035 Skogsgrønn,7030057104065,79.00,27,,EAN
Solberg Spinderi,Tykk Vilja,7040,7030057104072,79.00,16,,EAN
Solberg Spinderi,Tykk Vilja,7042,7030057104089,79.00,21,,EAN
Solberg Spinderi,Vesle,1001 Krem,7030057100029,59.00,12,,EAN
Solberg Spinderi,Vesle,1002 Hvit,7030057100012,59.00,9,,EAN
Solberg Spinderi,Vesle,1140 Kamel,7030057100067,59.00,17,,EAN
Solberg Spinderi,Vesle,1172 Rosa,7030057100036,59.00,17,,EAN
Solberg Spinderi,Vesle,1506 Beige,7030057100135,59.00,26,,EAN
Solberg Spinderi,Vesle,2664 Oker,7030057100050,59.00,19,,EAN
Solberg Spinderi,Vesle,3060 Gul,7030057100074,59.00,25,,EAN
Solberg Spinderi,Vesle,4069 Rød,7030057100142,59.00,0,,EAN
Solberg Spinderi,Vesle,4438 Lilla,7030057100128,59.00,15,,EAN
Solberg Spinderi,Vesle,5014 Terrakotta,7030057100043,59.00,15,,EAN
Solberg Spinderi,Vesle,6032 Lys blå,7030057100111,59.00,25,,EAN
Solberg Spinderi,Vesle,6068 Blå,7030057100104,59.00,17,,EAN
Solberg Spinderi,Vesle,6070 Marineblå,7030057100159,59.00,-1,,EAN
Solberg Spinderi,Vesle,9400 Lys petrol,7030057100081,59.00,23,,EAN
Solberg Spinderi,Vesle,9580 Grønn,7030057100098,59.00,15,,EAN
Solberg Spinderi,Vilja,1001 Lys beige melert,7030057102023,79.00,19,,EAN
Solberg Spinderi,Vilja,1002 Hvit,7030057102016,79.00,25,,EAN
Solberg Spinderi,Vilja,1012 Lys grå melert,7030057102047,79.00,17,,EAN
Solberg Spinderi,Vilja,2012 Grå melert,7030057102054,79.00,7,,EAN
Solberg Spinderi,Vilja,2664 Karri,7030057102115,79.00,6,,EAN
Solberg Spinderi,Vilja,3484 Brun,7030057102030,79.00,21,,EAN
Solberg Spinderi,Vilja,4066 Rød,7030057102092,79.00,10,,EAN
Solberg Spinderi,Vilja,4238 Lys rosa,7030057102061,79.00,8,,EAN
Solberg Spinderi,Vilja,4360 Rust,7030057102108,79.00,18,,EAN
Solberg Spinderi,Vilja,4380 Lyng,7030057102078,79.00,25,,EAN
Solberg Spinderi,Vilja,4432 Plomme,7030057102085,79.00,16,,EAN
Solberg Spinderi,Vilja,5360 Kamel,7030057102160,79.00,16,,EAN
Solberg Spinderi,Vilja,6032 Himmelblå,7030057102146,79.00,21,,EAN
Solberg Spinderi,Vilja,6035 Olivengrønn,7030057102177,79.00,15,,EAN
Solberg Spinderi,Vilja,6064 Mørk petrol,7030057102122,79.00,14,,EAN
Solberg Spinderi,Vilja,9404 Mørk blå,7030057102153,79.00,10,,EAN
Viking of Norway,Alpaca Bris,303 Svart,7071281253037,79.00,,3,EAN
Viking of Norway,Alpaca Bris,309 Lys Brun,7071281253099,79.00,,6,EAN
Viking of Norway,Alpaca Bris,313 Lys Grå,7071281253136,79.00,,0,EAN
Viking of Norway,Alpaca Bris,315 Grå,7071281253150,79.00,,17,EAN
Viking of Norway,Alpaca Bris,317 Koks,7071281253174,79.00,,6,EAN
Viking of Norway,Alpaca Bris,327 Jeansblå,7071281253273,79.00,,3,EAN
Viking of Norway,Alpaca Bris,333 Limegrønn,7071281253334,79.00,,7,EAN
Viking of Norway,Alpaca Bris,335 Grønn,7071281253358,79.00,,7,EAN
Viking of Norway,Alpaca Bris,339 Støvet Olivengrønn,7071281253396,79.00,,14,EAN
Viking of Norway,Alpaca Bris,340 Lys Gul,7071281253402,79.00,,11,EAN
Viking of Norway,Alpaca Bris,341 Gul,7071281253419,79.00,,4,EAN
Viking of Norway,Alpaca Bris,354 Burgunder,7071281253549,79.00,,15,EAN
Viking of Norway,Alpaca Bris,357 Kobber,7071281253570,79.00,,7,EAN
Viking of Norway,Alpaca Bris,361 Rosa,7071281253617,79.00,,3,EAN
Viking of Norway,Alpaca Bris,363 Pudderrosa,7071281253631,79.00,,5,EAN
Viking of Norway,Alpaca Bris,364 Lys Rosa,7071281253648,79.00,,9,EAN
Viking of Norway,Alpaca Bris,365 Gammelrosa,7071281253655,79.00,,2,EAN
Viking of Norway,Alpaca Bris,371,7071281253716,79.00,,6,EAN
Viking of Norway,Alpaca Bris,374 Lys Gammelrosa,7071281253747,79.00,,5,EAN
Viking of Norway,Baby Merino,203 Sort,7071281292036,79.00,,16,EAN
Viking of Norway,Baby Merino,207 Beige,7071281292074,79.00,,3,EAN
Viking of Norway,Baby Merino,215 Grå,7071281292159,79.00,,10,EAN
Viking of Norway,Baby Merino,217 Koks Grå,7071281292173,79.00,,12,EAN
Viking of Norway,Baby Merino,220 Lys Blå,7071281292203,79.00,,2,EAN
Viking of Norway,Baby Merino,224 Kongeblå,7071281292241,79.00,,3,EAN
Viking of Norway,Baby Merino,225 Himmelblå,7071281292258,79.00,,2,EAN
Viking of Norway,Baby Merino,226 Marine,7071281292265,79.00,,1,EAN
Viking of Norway,Baby Merino,227 Jeansblå,7071281292272,79.00,,4,EAN
Viking of Norway,Baby Merino,232 Oliven,7071281292326,79.00,,11,EAN
Viking of Norway,Baby Merino,233 Mosegrønn,7071281292333,79.00,,18,EAN
Viking of Norway,Baby Merino,234 Grønn,7071281292340,79.00,,18,EAN
Viking of Norway,Baby Merino,241 Kaki Grønn,7071281292418,79.00,,17,EAN
Viking of Norway,Baby Merino,245 Gul,7071281292456,79.00,,10,EAN
Viking of Norway,Baby Merino,246 Maisgul,7071281292463,79.00,,5,EAN
Viking of Norway,Baby Merino,250 Rød,7071281292500,79.00,,2,EAN
Viking of Norway,Baby Merino,254 Rust,7071281292548,79.00,,20,EAN
Viking of Norway,Baby Merino,256 Mørkerød,7071281292562,79.00,,18,EAN
Viking of Norway,Baby Merino,258 Kobber,7071281292586,79.00,,11,EAN
Viking of Norway,Baby Merino,261,7071281292616,79.00,,2,EAN
Viking of Norway,Baby Merino,265 Cerise,7071281292654,79.00,,13,EAN
Viking of Norway,Baby Merino,272,7071281292722,79.00,,16,EAN
Viking of Norway,Kid Silk,312,7071281293125,125.00,,0,EAN
Viking of Norway,Kid Silk,313,7071281293132,125.00,,7,EAN
Viking of Norway,Kid Silk,314,7071281293149,125.00,,0,EAN
Viking of Norway,Kid Silk,334,7071281293347,125.00,,0,EAN
Viking of Norway,Kid Silk,336,7071281293361,125.00,,8,EAN
Viking of Norway,Kid Silk,344,7071281293446,125.00,,6,EAN
Viking of Norway,Kid Silk,361,7071281293613,125.00,,0,EAN
Viking of Norway,Kid Silk,365,7071281293651,125.00,,0,EAN
Viking of Norway,Kid Silk,366,7071281293668,125.00,,-1,EAN
Viking of Norway,Kid Silk,367,7071281293675,125.00,,0,EAN
Viking of Norway,Kid Silk,370,7071281293705,125.00,,0,EAN
Viking of Norway,Kid Silk,384,7071281293842,125.00,,-4,EAN
Viking of Norway,Snorre,200 Hvit,7071281232001,79.00,,2,EAN
Viking of Norway,Snorre,201 Hvit Tweed,7071281232018,79.00,,7,EAN
Viking of Norway,Snorre,207 Sand,7071281232070,79.00,,4,EAN
Viking of Norway,Snorre,208 Brun,7071281232087,79.00,,4,EAN
Viking of Norway,Snorre,209 Beige,7071281232094,79.00,,6,EAN
Viking of Norway,Snorre,212 Perlegrå,7071281232124,79.00,,13,EAN
Viking of Norway,Snorre,213 Lys Grå,7071281232131,79.00,,10,EAN
Viking of Norway,Snorre,215 Grå,7071281232155,79.00,,8,EAN
Viking of Norway,Snorre,217 Koks,7071281232179,79.00,,10,EAN
Viking of Norway,Snorre,220 Lys Blå,7071281232209,79.00,,2,EAN
Viking of Norway,Snorre,221 Lys Turkis,7071281232216,79.00,,7,EAN
Viking of Norway,Snorre,222 Turkis,7071281232223,79.00,,7,EAN
Viking of Norway,Snorre,226 Marine,7071281232261,79.00,,5,EAN
Viking of Norway,Snorre,227 Jeansblå,7071281232278,79.00,,4,EAN
Viking of Norway,Snorre,231 Lime,7071281232315,79.00,,6,EAN
Viking of Norway,Snorre,232 Lys Grønn,7071281232322,79.00,,10,EAN
Viking of Norway,Snorre,233 Grønn,7071281232339,79.00,,9,EAN
Viking of Norway,Snorre,234 Mørk Grønn,7071281232346,79.00,,7,EAN
Viking of Norway,Snorre,245 Gul,7071281232452,79.00,,6,EAN
Viking of Norway,Snorre,251 Oransje,7071281232513,79.00,,10,EAN
Viking of Norway,Snorre,253 Rust,7071281232537,79.00,,8,EAN
Viking of Norway,Snorre,261 Rosa,7071281232612,79.00,,12,EAN
Viking of Norway,Snorre,263 Lys Rosa,7071281232636,79.00,,2,EAN
Viking of Norway,Snorre,265 Rød,7071281232650,79.00,,7,EAN
Viking of Norway,Snorre,267 Lys Lilla,7071281232674,79.00,,11,EAN
Viking of Norway,Trend Merino,403 Svart,7071281254034,79.00,,17,EAN
Viking of Norway,Trend Merino,411 Lys Beige,7071281254119,79.00,,2,EAN
Viking of Norway,Trend Merino,415 Mørk gråmelert,7071281254157,79.00,,17,EAN
Viking of Norway,Trend Merino,417 Koks,7071281254171,79.00,,12,EAN
Viking of Norway,Trend Merino,425 Blå,7071281254256,79.00,,10,EAN
Viking of Norway,Trend Merino,426 Marine,7071281254263,79.00,,2,EAN
Viking of Norway,Trend Merino,431 Lime,7071281254317,79.00,,4,EAN
Viking of Norway,Trend Merino,434 Støvet Lys Grønn,7071281254348,79.00,,4,EAN
Viking of Norway,Trend Merino,435 Støvet Grønn,7071281254355,79.00,,14,EAN
Viking of Norway,Trend Merino,436 Eplegrønn,7071281254362,79.00,,4,EAN
Viking of Norway,Trend Merino,437 Lys grønn,7071281254379,79.00,,1,EAN
Viking of Norway,Trend Merino,441 Sitrongul,7071281254416,79.00,,14,EAN
Viking of Norway,Trend Merino,446,7071281254461,79.00,,15,EAN
Viking of Norway,Trend Merino,450 Rød,7071281254508,79.00,,19,EAN
Viking of Norway,Trend Merino,451 Oransje,7071281254515,79.00,,10,EAN
Viking of Norway,Trend Merino,453,7071281254539,79.00,,7,EAN
Viking of Norway,Trend Merino,455 Mørk rød,7071281254553,79.00,,6,EAN
Viking of Norway,Trend Merino,461 Cerise,7071281254614,79.00,,14,EAN
Viking of Norway,Trend Merino,463 Lys rosa,7071281254638,79.00,,10,EAN
Viking of Norway,Trend Merino,466,7071281254669,79.00,,5,EAN
Viking of Norway,Trend Merino,471,7071281254713,79.00,,16,EAN
Viking of Norway,Trend Merino,481 Turkis,7071281254812,79.00,,7,EAN
Viking of Norway,Trend Merino,483 Blå,7071281254836,79.00,,7,EAN
Viking of Norway,Trend Merino,484 Kongeblå,7071281254843,79.00,,26,EAN
Viking of Norway,Trend Merino Petit,303 Sort,7071281133032,79.00,,5,EAN
Viking of Norway,Trend Merino Petit,314,7071281133148,79.00,,6,EAN
Viking of Norway,Trend Merino Petit,315 Mørk gråmelert,7071281133155,79.00,,5,EAN
Viking of Norway,Trend Merino Petit,316,7071281133162,79.00,,7,EAN
Viking of Norway,Trend Merino Petit,324 Inkblå,7071281133247,79.00,,2,EAN
Viking of Norway,Trend Merino Petit,325 Blå,7071281133254,79.00,,14,EAN
Viking of Norway,Trend Merino Petit,330 Grønn,7071281133308,79.00,,13,EAN
