status;garnly_produkt;garnly_variant;strikkefryd_farge;ean;sf_lager
EKSAKT;Pernilla;145 Navy Blue;145 Navy Blue;5709673003114;14
EKSAKT;Pernilla;102 Black;102 Black;5709673003107;22
EKSAKT;Pernilla;956 Charcoal (melange);956 Charcoal Melange;5709673003374;12
EKSAKT;Pernilla;954 Light Grey (melange);954 Light Grey Melange;5709673003350;13
EKSAKT;Pernilla;957 Very Light Grey (melange);957 Very Light Grey Melange;5709673003381;11
EKSAKT;Pernilla;101 Natural White;101 Natural White;5709673003091;19
EKSAKT;Pernilla;977 Marzipan (melange);977 Marzipan Melange;5709673003411;18
EKSAKT;Pernilla;364 Chai;364 Chai;5709673004838;15
EKSAKT;Pernilla;978 Oatmeal (melange);978 Oatmeal Melange;5709673003428;16
EKSAKT;Pernilla;973 Nougat (melange);973 Nougat Melange;5709673003398;2
EKSAKT;Pernilla;975 Dark Chocolate (melange);975 Dark Chocolate Melange;5709673003404;12
EKSAKT;Alpakka Wool;501 Natur;501 Natur;7071765250774;0
EKSAKT;Alpakka Wool;502 Lys grå melert;502 Lys grå melert;7071765250781;0
EKSAKT;Alpakka Wool;503 Mørk grå melert;503 Mørk grå melert;7071765250798;0
EKSAKT;Alpakka Wool;504 Koks melert;504 Koks melert;7071765250804;0
EKSAKT;Alpakka Wool;505 Lys beige melert;505 Lys beige melert;7071765250811;-2
EKSAKT;Alpakka Wool;506 Brun melert;506 Brun melert;7071765250828;4
EKSAKT;Alpakka Wool;511 Maisgul;511 Maisgul;7071765250873;-3
EKSAKT;Alpakka Wool;519 Safrangul;519 Safrangul;7071765250958;5
EKSAKT;Alpakka Wool;521 Valmuerød;521 Valmuerød;7071765250972;0
EKSAKT;Alpakka Wool;524 Mørk blågrønn;524 Mørk blågrønn;7071765251009;0
EKSAKT;Alpakka Wool;525 Marine;525 Marine;7071765251016;0
EKSAKT;Alpakka Wool;526 Svart;526 Svart;7071765251047;0
EKSAKT;Alpakka Wool;532 Brent rust;532 Brent rust;7071765252037;1
EKSAKT;Alpakka Wool;533 Hvit;533 Hvit;7023790509822;-1
EKSAKT;Alpakka Wool;547 Lys denim;547 Lys denim;7023790549101;0
EKSAKT;Alpakka Wool;548 Brun;548 Brun;7023790580494;0
EKSAKT;Sisu;3880 mork sjokolade;3880 Mørk sjokolade;7039560001151;8
EKSAKT;Sisu;4315 bubblegum pink;4315 Bubblegum Pink;7039560001267;14
EKSAKT;Sisu;1001 hvit;1001 True White;7039560000017;16
EKSAKT;Sisu;1002 hvit;1002 Hvit;7039560000536;25
EKSAKT;Sisu;1012 natur;1012 Natur;7039560000024;31
EKSAKT;Sisu;1032 lys graamelert;1032 Lys gråmelert;7039560000031;22
EKSAKT;Sisu;1042 graamelert;1042 Gråmelert;7039560000048;17
EKSAKT;Sisu;1053 mork graamelert;1053 Mørk gråmelert;7039560000895;26
EKSAKT;Sisu;1088 koksmelert;1088 Koksmelert;7039560000055;10
EKSAKT;Sisu;1099 svart;1099 Sort;7039560000062;18
EKSAKT;Sisu;2319 lys kalk;2319 Lys Kalk;7039560000772;15
EKSAKT;Sisu;2321 marsipan;2321 Marsipan;7039560001212;16
EKSAKT;Sisu;2650 lys beigemelert;2650 Lys Beigemelert;7039560000789;29
EKSAKT;Sisu;3161 eikenott;3161 Mellombrun;7039560000499;6
EKSAKT;Sisu;4219 rod;4219 Rød;7039560000154;10
EKSAKT;Sisu;4228 mork rod;4228 Rød;7039560000161;6
EKSAKT;Sisu;4255 rumba red;4255 Rumba Red;7039560001274;18
EKSAKT;Sisu;5575 marine;5575 Marine;7039560000277;16
EKSAKT;Sisu;5962 graablaa;5962 Gråblå;7039560000444;26
EKSAKT;Sisu;6046 jolly blue;6046 Jolly Blue;7039560001229;25
EKSAKT;Sisu;6062 mork blaa;6062 Mørk Blå;7039560000949;20
EKSAKT;Sisu;6324 lys blaa melert;6324 Blåmelert;7039560000598;27
EKSAKT;Sisu;8063 mork gronn;8063 Mørk grønn;7039560000994;21
EKSAKT;Sisu;9041 stovet lys gronn;9041 Lys Grønnmelert;7039560001069;17
EKSAKT;Sisu;9573 mosegronn;9573 Mosegrønn;7039560001137;30
EKSAKT;Alpakka Ull;3581 kaffe;3581 Kaffe;7039560620826;27
EKSAKT;Alpakka Ull;3800 bristol black;3800 Bristol Black;7039560620857;13
EKSAKT;Alpakka Ull;4018 scarlet red;4018 Scarlet Red;7039560620918;9
EKSAKT;Alpakka Ull;4315 bubblegum pink;4315 Bubblegum Pink;7039560620895;13
EKSAKT;Alpakka Ull;1002 hvit;1002 Hvit;7039560620017;14
EKSAKT;Alpakka Ull;1015 kitt;1015 Kitt;7039560620345;33
EKSAKT;Alpakka Ull;1042 gramelert;1042 Gråmelert;7039560620048;24
EKSAKT;Alpakka Ull;1053 mork gramelert;1053 Mørk gråmelert;7039560620055;36
EKSAKT;Alpakka Ull;1088 koksmelert;1088 Koksmelert;7039560620062;17
EKSAKT;Alpakka Ull;1099 svart;1099 Sort;7039560620277;4
EKSAKT;Alpakka Ull;2321 marsipan;2321 Marsipan;7039560620697;3
EKSAKT;Alpakka Ull;2511 mandel;2511 Mandel;7039560620635;17
EKSAKT;Alpakka Ull;2523 natur tweed;2523 Natur Tweed;7039560620949;23
EKSAKT;Alpakka Ull;2650 beigemelert;2650 Beigemelert;7039560620239;20
EKSAKT;Alpakka Ull;3161 eikenott;3161 Eikenøtt;7039560620031;23
EKSAKT;Alpakka Ull;3571 brun;3571 Brun;7039560620581;26
EKSAKT;Alpakka Ull;3819 spicy orange;3819 Spicy Orange;7039560620734;13
EKSAKT;Alpakka Ull;5575 marine;5575 Marine;7039560620079;18
EKSAKT;Alpakka Ull;5585 marineblaa tweed;5585 Marineblå tweed;7039560620956;20
EKSAKT;Alpakka Ull;6032 bla hortensia;6032 Blå Hortensia;7039560620772;13
EKSAKT;Alpakka Ull;6081 midtnattsbla;6081 Midnattsblå;7039560620406;55
EKSAKT;Alpakka Ull;6364 mork bla;6364 Mørk blå;7039560620260;29
EKSAKT;Alpakka Ull;8051 eucalyptus;8051 Eukalyptus;7039560620673;19
EKSAKT;Alpakka Ull;8082 skoggronn;8082 Skoggrønn;7039560620680;29
EKSAKT;Alpakka Ull;2009 lemon icing;2009 Lemon Icing;7039560620994;6
EKSAKT;Alpakka Ull;3509 ballet tutu;3509 Ballet tutu;7039560621021;21
EKSAKT;Alpakka Ull;5811 arctic ice;5811 Arctic Ice;7039560620963;15
EKSAKT;Alpakka Ull;2745 cognac;2745 Cognac;7039560620970;16
EKSAKT;Alpakka Ull;5845 dazzling blue;5845 Dazzling Blue;7039560620987;25
EKSAKT;Alpakka Ull;9873 dark olive;9873 Dark Olive;7039560621007;10
EKSAKT;Alpakka Ull;4255 rumba red;4255 Rumba Red;7039560621014;25
EKSAKT;Alpakka Ull;4227 equesterian red;4227 Equestrian Red;7039560621038;14
EKSAKT;Alpakka Ull;4372 dyp burgunder;4372 Dyp Burgunder;7039560621045;30
EKSAKT;Alpakka Ull;1012 natur;1012 Natur;7039560621052;7
EKSAKT;Alpakka Ull;7772 rainforest;7772 Rain Forest;7039560621090;18
EKSAKT;Alpakka Ull;2573 monks robe;2573 Monks Robe;7039560621083;10
EKSAKT;Alpakka Ull;5824 provence blue;5824 Provence Blue;7039560621076;14
EKSAKT;Alpakka Ull;8753 vineyard green;8753 Vineyard Green;7039560621069;10
EKSAKT;Smart;1001 hvit;1001 True White;7039560010016;21
EKSAKT;Smart;1002 hvit;1002 Hvit;7039560010023;50
EKSAKT;Smart;1012 natur;1012 Natur;7039560010030;33
EKSAKT;Smart;1032 lys gramelert;1032 Lys gråmelert;7039560010481;4
EKSAKT;Smart;1042 gramelert;1042 Gråmelert;7039560010047;28
EKSAKT;Smart;1053 mork gramelert;1053 Mørk gråmelert;7039560010061;25
EKSAKT;Smart;1088 koksmelert;1088 Koksmelert;7039560010078;17
EKSAKT;Smart;1099 svart;1099 Sort;7039560010085;29
EKSAKT;Smart;2206 gul;2206 Gul;7039560010108;14
EKSAKT;Smart;2641 natur melert;2641 Naturmelert;7039560011174;39
EKSAKT;Smart;2650 grabeige melert;2650 Gråbeige melert;7039560010931;35
EKSAKT;Smart;2652 mellombrun melert;2652 Mellombrun melert;7039560010948;27
EKSAKT;Smart;4065 vinrod;4065 Vinrød;7039560010191;23
EKSAKT;Smart;4071 mork brun;4071 Mørk brun;7039560011228;22
EKSAKT;Smart;4219 rod;4219 Rød;7039560010221;8
EKSAKT;Smart;4244 mork gammelrosa;4244 Mørk Gammelrosa;7039560011068;18
EKSAKT;Smart;4332 gammelrosa;4332 Gammelrosa;7039560010894;27
EKSAKT;Smart;4600 jazzy pink;4600 Jazzy Pink;7039560010696;20
EKSAKT;Smart;5575 marine;5575 Marine;7039560010320;28
EKSAKT;Smart;5846 blaviolett;5846 Blåviolett;7039560010337;20
EKSAKT;Smart;6062 mork bla;6062 Mørk Blå;7039560011235;29
EKSAKT;Smart;6072 blagra melert;6072 Blågrå Melert;7039560011044;16
EKSAKT;Smart;6324 blamelert;6324 Blåmelert;7039560010993;27
EKSAKT;Smart;6355 flybla;6355 Flyblå;7039560010382;47
EKSAKT;Smart;8051 eukalyptus;8051 Eukalyptus;7039560011327;21
EKSAKT;Smart;8264 gronn;8264 Grønn;7039560010870;15
EKSAKT;Smart;9572 mork gronnmelert;9572 Mørk Grønnmelert;7039560011020;29
EKSAKT;Smart;9564 matcha;9564 Matcha;7039560011464;20
EKSAKT;Smart;8082 skoggronn;8082 Skoggrønn;7039560011457;15
EKSAKT;Smart;2573 monks robe;2573 Monks Robe;7039560011488;17
EKSAKT;Smart;4372 dyp burgunder;4372 Dyp Burgunder;7039560011495;17
EKSAKT;Alpakka Lin;6560 Natur;6560 Natur;7045840141844;12
EKSAKT;Alpakka Lin;6562 Kamel;6562 Kamel;7045840141882;3
EKSAKT;Alpakka Lin;1315 Beige;1315 Beige;7045840141684;22
EKSAKT;Alpakka Lin;811 Hvit;811 Natur;7045840155889;25
EKSAKT;Alpakka Lin;1310 Lys grå;1310 Lys Grå;7045840141660;20
EKSAKT;Alpakka Lin;6559 Grå;6559 Grå;7045840141820;13
EKSAKT;Alpakka Lin;2325 Svart;2325 Svart;7045840145576;15
EKSAKT;Alpakka Lin;2343 Aubergin;2343 Aubergin;7045840145590;11
EKSAKT;Alpakka Lin;6557 Mørk blå;6557 Mørk Blå;7045840141806;21
EKSAKT;Alpakka Lin;6555 Jeansblå;6555 Jeansblå;7045840141783;10
EKSAKT;Alpakka Lin;1359 Sjøgrønn;1359 Sjøgrønn;7045840141707;12
EKSAKT;Alpakka Lin;1364 Jadegrønn;1364 Jadegrønn;7045840145613;7
EKSAKT;Alpakka Lin;2385 Smaragdgrønn;2385 Smaragdgrønn;7045840145637;12
EKSAKT;Alpakka Lin;7766 Emeraldgrønn;7766 Emeraldgrønn;7045840159894;20
EKSAKT;Alpakka Lin;1363 Spiregrønn;1363 Spiregrønn;7045840159795;12
EKSAKT;Alpakka Lin;1362 Gul;1362 Gul;7045840160500;8
EKSAKT;Alpakka Lin;1354 Oransje;1354 Oransje;7045840159733;13
EKSAKT;Alpakka Lin;1387 Rubinrød;1387 Rubinrød;7045840145699;10
EKSAKT;Alpakka Lin;1338 Pudderrosa;1338 Pudderrosa;7045840145675;21
EKSAKT;Alpakka Lin;1358 Lavendel;1358 Lavendel;7045840159771;6
EKSAKT;Alpakka Lin;1389 Himmelblå;1389 Himmelblå;7045840159856;5
EKSAKT;Alpakka Lin;2350 Nattblå;2350 Nattblå;7045840159870;10
EKSAKT;Faerytale;701 Natur;701 Natur;7071765007019;27
EKSAKT;Faerytale;702 Hvit;702 Hvit;7023790511443;6
EKSAKT;Faerytale;703 Lys denim;703 Lys denim;7023790511467;1
EKSAKT;Faerytale;704 Denim;704 Denim;7023790511481;19
EKSAKT;Faerytale;711 Mørk rød;711 Rød;7071765007118;13
EKSAKT;Faerytale;712 Støvet rose;712 Støvet rose;7023790536071;0
EKSAKT;Faerytale;715 Støvet jadegrønn;715 Støvet jadegrønn;7023790536132;5
EKSAKT;Faerytale;719 Svart;719 Svart;7071765007194;13
EKSAKT;Faerytale;720 Kamel;720 Kamel;7071765007200;3
EKSAKT;Faerytale;722 Mørk brun;722 Mørk brun;7071765007224;3
EKSAKT;Faerytale;726 Mørk gråbrun melert;726 Mørk gråbrun melert;7071765007262;14
EKSAKT;Faerytale;731 Grå melert;731 Grå melert;7071765007316;6
EKSAKT;Faerytale;732 Lys grå melert;732 Lys grå melert;7071765007323;10
EKSAKT;Faerytale;740 Gråblå;740 Gråblå melert;7071765007408;26
EKSAKT;Faerytale;743 Rust melert;743 Rust melert;7071765007439;12
EKSAKT;Faerytale;747 Gullgul;747 Gullgul;7071765007477;0
EKSAKT;Faerytale;754 Gul melert;754 Gul melert;7023790511504;14
EKSAKT;Faerytale;758 Lys gråbrun melert;758 Lys gråbrun melert;7071765007583;0
EKSAKT;Faerytale;761 Mørk olivengrønn;761 Mørk olivengrønn;7071765007613;10
EKSAKT;Faerytale;763 Rød melert;763 Rød melert;7023790511528;0
EKSAKT;Faerytale;774 Dus grågrønn;774 Dus grågrønn;7071765250460;0
EKSAKT;Faerytale;788 Marine;788 Marine;7071765251757;16
EKSAKT;Faerytale;807 Kongeblå;"807 Kongebl&aring;";7023790589091;20
EKSAKT;Ballerina Chunky Mohair;2745 cognac;2745 Cognac;7039560799379;12
EKSAKT;Ballerina Chunky Mohair;3313 coral reef;3313 Coral Reef;7039560799423;24
EKSAKT;Ballerina Chunky Mohair;3880 dark chocolate;3880 Mørk sjokolade;7039560799324;13
EKSAKT;Ballerina Chunky Mohair;4018 scarlet red;4018 Scarlet Red;7039560799348;28
EKSAKT;Ballerina Chunky Mohair;4213 blossom;4213 Blossom;7039560799232;9
EKSAKT;Ballerina Chunky Mohair;4315 bubblegum pink;4315 Bubblegum Pink;7039560799249;20
EKSAKT;Ballerina Chunky Mohair;5023 lilac;5023 Lilac;7039560799201;27
EKSAKT;Ballerina Chunky Mohair;5505 pale iris;5505 Pale iris;7039560799195;23
EKSAKT;Ballerina Chunky Mohair;5845 dazzling blue;5845 Dazzling Blue;7039560799188;15
EKSAKT;Ballerina Chunky Mohair;6311 starlight blue;6311 Starlight Blue;7039560799430;27
EKSAKT;Ballerina Chunky Mohair;8733 spring green;8733 Spring Green;7039560799218;13
EKSAKT;Ballerina Chunky Mohair;9523 lime punch;9523 Lime Punch;7039560799416;14
EKSAKT;Ballerina Chunky Mohair;9563 moss green;9563 Moss Green;7039560799447;27
EKSAKT;Ballerina Chunky Mohair;9873 dark olive;9873 Dark Olive;7039560799386;20
EKSAKT;Ballerina Chunky Mohair;1009 early spring print;1009 Early spring;7039560799355;9
EKSAKT;Ballerina Chunky Mohair;1010 tutti frutti print;1010 Tutti Frutti;7039560799331;0
EKSAKT;Ballerina Chunky Mohair;1012 natural white;1012 Hvit;7039560799300;18
EKSAKT;Ballerina Chunky Mohair;1022 light grey melange;1022 Gråmelert;7039560799317;13
EKSAKT;Ballerina Chunky Mohair;1099 black;1099 Sort;7039560799263;19
EKSAKT;Ballerina Chunky Mohair;2321 marzipan;2321 Marsipan;7039560799256;14
EKSAKT;Ballerina Chunky Mohair;3031 camel;3031 Camel;7039560799171;24
EKSAKT;Ballerina Chunky Mohair;3509 ballet tutu;3509 Ballet tutu;7039560799362;16
EKSAKT;Ballerina Chunky Mohair;4255 rumba red;4255 Rumba Red;7039560799393;8
EKSAKT;Ballerina Chunky Mohair;4372 burgundy;4372 Dyp Burgunder;7039560799454;18
EKSAKT;Ballerina Chunky Mohair;5581 blue depth;5581 Dyp Marine;7039560799270;30
EKSAKT;Ballerina Chunky Mohair;3342 mocha mousse;3342 Mocha Mousse;7039560799515;13
EKSAKT;Ballerina Chunky Mohair;4219 true red;4219 True Red;7039560799485;20
EKSAKT;Ballerina Chunky Mohair;5824 provence blue;5824 Provence Blue;7039560799492;26
EKSAKT;Ballerina Chunky Mohair;7772 rain forest;7772 Rain Forest;7039560799508;18
EKSAKT;Ballerina Chunky Mohair;1053 dark grey melange;1053 Dark Grey Melange;7039560799461;14
EKSAKT;Ballerina Chunky Mohair;2650 beige melange;2650 Beige Melange;7039560799478;21
EKSAKT;Ballerina Chunky Mohair;2573 monks robe;2573 Monks Robe;7039560799546;20
EKSAKT;Ballerina Chunky Mohair;2152 vintage gold;2152 Vintage Gold;7039560799539;9
EKSAKT;Ballerina Chunky Mohair;1001 hvit;1001 True White;7039560799577;26
EKSAKT;Ballerina Chunky Mohair;3591 chocolate plum;3591 Chocolate Plum;7039560799560;15
EKSAKT;Ballerina Chunky Mohair;4353 rustic rose;4353 Rustic Rose;7039560799591;20
EKSAKT;Ballerina Chunky Mohair;5223 lavender;5223 Lavender;7039560799607;20
EKSAKT;Ballerina Chunky Mohair;4813 pink lilac;4813 Pink Lilac;7039560799614;20
EKSAKT;Ballerina Chunky Mohair;6012 summer sky;6012 Summer Sky;7039560799584;28
EKSAKT;Ballerina Chunky Mohair;9602 lemonade;9602 Lemonade;7039560799553;8
EKSAKT;Pus;4001 Natur;4001 Natur;7071765040016;0
EKSAKT;Pus;4003 Jeansblå;4003 Jeansblå;7071765040030;2
EKSAKT;Pus;4004 Blå;4004 Blå;7071765040047;0
EKSAKT;Pus;4008 Gul;4008 Gul;7071765040085;2
EKSAKT;Pus;4009 Beige;4009 Beige;7071765040092;3
EKSAKT;Pus;4010 Koks melert;4010 Koks melert;7071765040108;2
EKSAKT;Pus;4011 Lys grå melert;4011 Lys grå melert;7071765040115;0
EKSAKT;Pus;4014 Grønn;4014 Grønn;7071765040146;0
EKSAKT;Pus;4017 Svart;4017 Svart;7071765040177;2
EKSAKT;Pus;4018 Rød;4018 Rød;7071765040184;0
EKSAKT;Pus;4019 Lys blå;4019 Lys brå;7071765068164;2
EKSAKT;Pus;4020 Lys rosa;4020 Lys rosa;7071765040207;0
EKSAKT;Pus;4031 Hvit;4031 Hvit;7023790510101;0
EKSAKT;Pus;4032 Denim;4032 Denim;7023790510125;-6
EKSAKT;Pus;4033 Safrangul;4033 Safrangul;7023790510149;2
EKSAKT;Pus;4036 Pink flamingo;4036 Pink flamingo;7023790534985;1
EKSAKT;Pus;4040 Støvet jadegrønn;4040 Støvet jadegrønn;7023790535067;0
EKSAKT;Saga;977 Marzipan (melange);977 Marzipan Melange;5709673004692;0
EKSAKT;Sunday;2009 lemon icing;2009 Lemon Icing;7039560031684;18
EKSAKT;Sunday;2745 cognac;2745 Cognac;7039560031707;18
EKSAKT;Sunday;3800 bristol black;3800 Bristol Black;7039560031592;21
EKSAKT;Sunday;3880 mork sjokolade;3880 Mørk sjokolade;7039560031318;20
EKSAKT;Sunday;4018 scarlet red;4018 Scarlet Red;7039560031677;27
EKSAKT;Sunday;4315 bubblegum pink;4315 Bubblegum Pink;7039560031660;3
EKSAKT;Sunday;4813 pink lilac;4813 Pink Lilac;7039560031578;18
EKSAKT;Sunday;5811 arctic ice;5811 Arctic Ice;7039560031738;11
EKSAKT;Sunday;5845 dazzling blue;5845 Dazzling Blue;7039560031721;13
EKSAKT;Sunday;5882 marinebla;5882 Marineblå;7039560031370;14
EKSAKT;Sunday;6044 regatta bla;6044 Regatta blå;7039560031424;23
EKSAKT;Sunday;7281 dyp petrol;7281 Dyp petrol;7039560031271;20
EKSAKT;Sunday;8733 spring green;8733 Spring Green;7039560031622;15
EKSAKT;Sunday;9080 urban chic;9080 Urban Chic;7039560031608;13
EKSAKT;Sunday;9873 dark olive;9873 Dark Olive;7039560031752;24
EKSAKT;Sunday;1001 hvit;1001 True White;7039560031059;31
EKSAKT;Sunday;1015 kitt;1015 Kitt;7039560030946;15
EKSAKT;Sunday;1042 gramelert;1042 Gråmelert;7039560031387;11
EKSAKT;Sunday;1099 sort;1099 Sort;7039560030922;10
EKSAKT;Sunday;2321 marsipan;2321 Marsipan;7039560031325;23
EKSAKT;Sunday;2650 beigemelert;2650 Beigemelert;7039560031394;24
EKSAKT;Sunday;3021 lys beige;3021 Lys Beige;7039560030977;28
EKSAKT;Sunday;3161 eikenott;3161 Eikenøtt;7039560031035;18
EKSAKT;Sunday;3509 ballet tutu;3509 Ballet tutu;7039560031691;22
EKSAKT;Sunday;3511 pudder rosa;3511 Pudderrosa;7039560031004;25
EKSAKT;Sunday;3554 rust;3554 Rust;7039560030823;1
EKSAKT;Sunday;3820 perlegraa;3820 Perlegrå;7039560031158;16
EKSAKT;Sunday;4219 rod;4219 Rød;7039560031820;25
EKSAKT;Sunday;4236 dyp rod;4236 Dyp Rød;7039560031028;21
EKSAKT;Sunday;4255 rumba red;4255 Rumba Red;7039560031745;15
EKSAKT;Sunday;4332 stovet rose;4332 Støvet Rose;7039560031103;22
EKSAKT;Sunday;4343 bringebaersorbet;4343 Bringebærsorbet;7039560031042;29
EKSAKT;Sunday;4372 dyp burgunder;4372 Dyp Burgunder;7039560030984;18
EKSAKT;Sunday;5846 bla;5846 Blå;7039560031189;29
EKSAKT;Sunday;6042 mork himmelblaa;6042 Mørk Himmelblå;7039560030854;26
EKSAKT;Sunday;6062 mork bla;6062 Mørk Blå;7039560031196;26
EKSAKT;Sunday;6501 isblaa;6501 Isblå;7039560030878;41
EKSAKT;Sunday;6581 mork graablaa;6581 Mørk Gråblå;7039560030885;29
EKSAKT;Sunday;8082 skoggronn;8082 Skoggrønn;7039560031134;26
EKSAKT;Sunday;8521 stovet lys gronn;8521 Dusty Light Green;7039560030892;31
EKSAKT;Sunday;9062 olivengronn;9062 Olivengrønn;7039560031233;11
EKSAKT;Sunday;4672 bjornebaersaft;4672 Bjørnebærsaft;7039560031264;6
EKSAKT;Sunday;4626 shocking pink;4626 Shocking Pink;7039560031332;13
EKSAKT;Sunday;2573 monks robe;2573 Monks Robe;7039560031837;16
EKSAKT;Sunday;7772 rainforest;7772 Rain Forest;7039560031844;20
EKSAKT;Sunday;2152 vintage gold;2152 Vintage Gold;7039560031851;18
EKSAKT;Sunday;4381 dark fudge;4381 Dark Fudge;7039560031868;11
EKSAKT;Sunday;5824 provence blue;5824 Provence Blue;7039560031882;13
EKSAKT;Sunday;8753 vineyard green;8753 Vineyard Green;7039560031875;10
EKSAKT;Sunday;3342 mocha mousse;3342 Mocha Mousse;7039560031899;12
EKSAKT;Sunday;3591 chocolate plum;3591 Chocolate Plum;7039560031929;14
EKSAKT;Sunday;4353 rustic rose;4353 Rustic Rose;7039560031943;28
EKSAKT;Sunday;5223 lavender;5223 Lavender;7039560031936;13
EKSAKT;Sunday;7911 mint green;7911 Mint Green;7039560031905;16
EKSAKT;Sunday;9602 lemonade;9602 Lemonade;7039560031912;26
EKSAKT;Tresko;1022 graa hvit;1022 Grå/hvit;7039560130028;0
EKSAKT;Tresko;1042 graa;1042 Gråmelert;7039560130035;0
EKSAKT;Tresko;6081 hvit graa svart;6081 Grå/hvit/svart;7039560130110;0
EKSAKT;Cashmere;2009 lemon icing;2009 Lemon Icing;7039560630207;4
EKSAKT;Cashmere;2573 monks robe;2573 Monks Robe;7039560630184;7
EKSAKT;Cashmere;4018 scarlet red;4018 Scarlet Red;7039560630238;27
EKSAKT;Cashmere;5824 provance blue;5824 Provence Blue;7039560630290;9
EKSAKT;Cashmere;5882 dark navy;5882 Dark Navy;7039560630306;20
EKSAKT;Cashmere;9564 matcha;9564 Matcha;7039560630276;21
EKSAKT;Cashmere;1002 white;1002 White;7039560630153;13
EKSAKT;Cashmere;1042 grey melange;1042 Grey Melange;7039560630214;28
EKSAKT;Cashmere;1088 charcoal melange;1088 Charcoal Melange;7039560630221;15
EKSAKT;Cashmere;1099 black;1099 Black;7039560630313;20
EKSAKT;Cashmere;3021 beige melange;3021 Beige melange;7039560630160;12
EKSAKT;Cashmere;3082 dark brown;3082 Dark Brown;7039560630191;22
EKSAKT;Cashmere;3161 acorn;3161 Acorn;7039560630177;26
EKSAKT;Cashmere;4219 true red;4219 True Red;7039560630245;24
EKSAKT;Cashmere;4372 burgundy;4372 Burgundy;7039560630269;11
EKSAKT;Cashmere;8082 forest green;8082 Forrest Green;7039560630283;18
EKSAKT;Cashmere;4504 candy pink;4504 Candy Pink;7039560630252;6
EKSAKT;Cashmere;7911 mint green;7911 Mint Green;7039560630344;9
EKSAKT;Cashmere;4501 marshmallow pink;4501 Marshmallow Pink;7039560630320;15
EKSAKT;Cashmere;4048 henna;4048 Henna;7039560630337;10
NAVN-sjekk;Fivel;01 Natur;01 Natur;7045840157470;16
NAVN-sjekk;Fivel;36 Svart;36 Svart;7045840157555;22
NAVN-sjekk;Fivel;04 Gråbeige;04 Gråbeige;7045840157531;28
NAVN-sjekk;Fivel;25 Kasjmir;25 Kasjmir;7045840159405;30
NAVN-sjekk;Fivel;06 Burgunder;06 Burgunder;7045840157593;29
NAVN-sjekk;Fivel;28 Kløverlilla;28 Kløverlilla;9317385314624;10
NAVN-sjekk;Fivel;13 Rosa;13 Rosa;7045840157739;24
NAVN-sjekk;Fivel;15 Lys rosa;15 Lys rosa;7045840159207;24
NAVN-sjekk;Fivel;19 Rosa sky;19 Rosa sky;7045840159283;11
NAVN-sjekk;Fivel;26 Korall;26 Korall;9317385314587;24
NAVN-sjekk;Fivel;20 Oransje;20 Oransje;7045840159306;18
NAVN-sjekk;Fivel;22 Mørk oransje;22 Mørk Oransje;7045840159344;26
NAVN-sjekk;Fivel;02 Mørk rød;02 Mørk rød;7045840157494;21
NAVN-sjekk;Fivel;11 Nougat;11 Nougat;7045840157692;18
NAVN-sjekk;Fivel;24 Mørk grønn;24 Mørk Grønn;7045840159382;31
NAVN-sjekk;Fivel;16 Skogsgrønn;16 Skogsgrønn;7045840159221;18
NAVN-sjekk;Fivel;10 Emeraldgrønn;10 Emeraldgrønn;7045840157678;14
NAVN-sjekk;Fivel;12 Spiregrønn;12 Spiregrønn;7045840157715;9
NAVN-sjekk;Fivel;08 Lys strågul;08 Lys strågul;7045840157630;6
NAVN-sjekk;Fivel;27 Limonade;27 Limonade;9317385314600;6
NAVN-sjekk;Fivel;14 Gul;14 Gul;7045840157753;14
NAVN-sjekk;Fivel;17 Lys lilla;17 Lys lilla;7045840159245;17
NAVN-sjekk;Fivel;05 Lavendel;05 Lavendel;7045840157579;10
NAVN-sjekk;Fivel;18 Blå puddel;18 Blå puddel;7045840159269;11
NAVN-sjekk;Fivel;29 Støvet blå;29 Støvet blå;9317385314648;17
NAVN-sjekk;Fivel;09 Marineblå;09 Marineblå;7045840157654;29
NAVN-sjekk;Fivel;03 Mørk blå;03 Mørk blå;7045840157517;25
NAVN-sjekk;Fivel;21 Blå;21 Blå;7045840159320;28
NAVN-sjekk;Fivel;07 Himmelblå;07 Himmelblå;7045840157616;19
NAVN-sjekk;Fivel;23 Lys turkis;23 Lys turkis;7045840159368;12
NAVN-sjekk;Pelini;23 Beige;23 Beige;7045840139216;24
NAVN-sjekk;Pelini;00 Hvit;00 Hvit;7045840079635;27
NAVN-sjekk;Pelini;10 Lin;10 Lin;7045840024642;8
